"Date";"TEMP";"SALI";"SVSOURIS";"SVSOUMOY";"TURB";"PHEO";"CHLOROA";"TOXPSP";"USPSP";"OXYGENE";"TURB-FNU";"SVSOUMED";"SVSOURI1";"SVSOURI2";"SVSOURI3";"ASP";"AO+DTXs";"DSP";"PTXs";"SPXs"
"1997-05-27";"16.7";"34.3";NA;NA;"4";"2.3";"7.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-02";"17.6";"34.5";NA;NA;"4";"0.7";"3.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-09";"19.2";"34.4";NA;NA;"5.9";"1.8";"7.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-13";"20";"34.2";NA;NA;"2.8";"2.3";"12.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-25";"18.3";"34.5";NA;NA;"39";NA;"6.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-30";"17.4";"33.3";NA;NA;"14";"1.4";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-07";"19.9";"33.6";NA;NA;"7.6";"2.1";"6.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-15";"20.6";"34.4";NA;NA;"7.6";"2.6";"4.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-21";"21";"34.6";NA;NA;"16";"2.2";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-28";"20.5";"34.9";NA;NA;"3.7";"3.7";"11.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-04";"21.5";"34.9";NA;NA;"5.6";"1.2";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-11";"24.4";"35";NA;NA;"1.7";"0.9";"2.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-18";"23.1";"35";NA;NA;"14";"3.1";"5.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-25";"22.6";"34.9";NA;NA;"3.5";"0.6";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-01";"20.9";"35.1";NA;NA;"38";NA;"11.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-09";"20.4";"35.3";NA;NA;"2.4";"0.7";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-16";"19.4";"35.3";NA;NA;"15";"0.6";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-29";"20.2";"35.5";NA;NA;"2";"0.6";"3.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-10-06";"19.7";"35.5";NA;NA;"5.5";"1";"4.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-10-22";"17.3";"35.5";NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-11-03";"11.4";"35.6";NA;NA;"9";"0.6";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-11-17";"12";"33.7";NA;NA;"58";"4.9";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-12-06";"10";"33.9";NA;NA;"6";"0.76";"0.91";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-01-21";"9";"27.8";NA;NA;"10";"1.8";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-02";"6.3";"31.1";NA;NA;"7.4";"1.4";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-18";"7.2";"30.7";NA;NA;"4.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-02";"9.7";"31.6";NA;NA;"25";"1.9";"3.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-16";"10.3";"33.1";NA;NA;"14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-30";"12.3";"31.5";NA;NA;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-04-21";"13.1";"31";NA;NA;"13";"1.7";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-04-28";"13.9";"27.5";NA;NA;"22";"2.6";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-04";"12.5";"31.3";NA;NA;"14";"1.4";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-11";"16.4";"30.6";NA;NA;"4.2";"1";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-18";"17.4";"32.1";NA;NA;"1.6";"0.7";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-25";"16.7";"33.1";NA;NA;"10";"2.5";"4.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-03";"17.7";"31.9";NA;NA;"15";"3.8";"7.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-08";"18.2";"33.5";NA;NA;"10";"0.9";"3.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-17";"17.8";"33.8";NA;NA;"5";"1.2";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-24";"19.7";"24.3";NA;NA;"13";"15.8";"38.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-30";"19.5";"33.8";NA;NA;"3.8";"0.8";"3.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-06";"20";"34.1";NA;NA;"3";"0.6";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-13";"19.4";"34.5";NA;NA;"4";"3.7";"6.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-20";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"1998-07-29";"19.8";"34.5";NA;NA;"4.5";"0.9";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-03";"20.1";"34.1";NA;NA;"4";"6.7";"7.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-10";"21.8";"34.5";NA;NA;"3";"6.4";"11.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-17";"21.2";"34.9";NA;NA;"2.8";"0.8";"2.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-25";"19.9";"35.5";NA;NA;"4.3";"1.2";"3.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-31";"18.7";"35.2";NA;NA;"2";"0.6";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-09-23";"17.5";"35.2";NA;NA;"8";"1.2";"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-09-29";"17.7";"35.5";NA;NA;"7.1";"1.3";"3.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-10-06";"16.5";"34.5";NA;NA;"8.8";"1.1";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-10-19";"16";"34.5";NA;NA;"3.4";"1.52";"3.25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-11-05";"13.9";"34.4";NA;NA;"10";"1.38";"1.96";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-11-17";"11.2";"33";NA;NA;"8.1";"3.4";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-12-03";"7.3";"34";NA;NA;"6";"1.1";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-12-14";"9.5";"29.7";NA;NA;"6.5";"1.4";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-01-06";"8.5";"26.4";NA;NA;"15";"2.3";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-02-08";"9";"33.5";NA;NA;"12";"2.1";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-02-25";"9.4";"27.5";NA;NA;"7.5";"1";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-03-15";"10.5";"31.7";NA;NA;"5.3";"1.1";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-03-29";"11";"30.8";NA;NA;"12";"1.7";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-04-09";"12.5";"32.5";NA;NA;"8.6";"1.7";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-04-19";"11.5";"32.3";NA;NA;"10.5";"2.2";"1.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-04-26";"14.5";"26.2";NA;NA;"7.5";"1.6";"3.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-03";"14.6";"31.4";NA;NA;"8.5";"1.7";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-07";"16.8";"29.3";NA;NA;"5";"1.4";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-11";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"1999-05-17";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"1999-05-18";"15.5";"32";NA;NA;"17";"1.7";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-24";"18";"29";NA;NA;"5";"1.1";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-31";"18.8";"31.5";NA;NA;"3.9";"2.1";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-02";NA;NA;NA;"1299";NA;NA;NA;NA;NA;NA;NA;NA;"1299.33333333333";"1440";"1298.66666666667";NA;NA;NA;NA;NA
"1999-06-07";NA;NA;NA;"1297.33333333333";NA;NA;NA;NA;NA;NA;NA;NA;"1298";"1297.66666666667";"1297";NA;NA;NA;NA;NA
"1999-06-08";"18";"30.9";NA;NA;"8.2";"1.9";"6.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-14";"19.4";"32.1";NA;NA;"9.8";"2.5";"8.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-22";"18.6";"32.8";NA;NA;"4.8";"1";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-29";"18.7";"33.1";NA;NA;"5.5";"5.9";"11.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-05";"19.1";"33.7";NA;NA;NA;"4.8";"6.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-12";"21";"33.2";NA;NA;NA;"2.5";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-19";"20.3";"33.6";NA;NA;NA;"1.5";"3.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-26";"21.4";"34.3";NA;NA;NA;"1.3";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-02";"21.6";"34.3";NA;NA;NA;"1.8";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-11";"21.8";"32.1";NA;NA;"7.5";"3";"9.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-16";"20.8";"33.5";NA;NA;"5.5";"2.1";"7.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-23";"21.6";"33.6";NA;NA;"2.2";"0.8";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-30";"21.6";"34";NA;NA;"3.4";"0.8";"2.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-06";"22.2";"33.4";NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-13";"21.7";"33.2";NA;NA;"6.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-10-05";"16.8";"22.2";NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-10-19";"15.9";"31.4";NA;NA;"3.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-11-03";"15.1";"22.9";NA;NA;"8.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-11-16";"11.3";"30.7";NA;NA;"4.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-11-30";"8.6";"26";NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-20";"9.3";"31.4";NA;NA;"10";"1.1";"0.71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-05";"9";"21.3";NA;NA;"17";"1.03";"1.18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-18";NA;"31.1";NA;NA;"10";"0.96";"0.87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-31";NA;"31.9";NA;NA;"9.3";"0.6";"0.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-02-15";"9.3";"25";NA;NA;"9.6";"1.32";"1.06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-02";"10.3";"25.1";NA;NA;"9.3";"1.42";"1.94";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-16";"11.2";"31.6";NA;NA;"4.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-06";"10.5";"32.5";NA;NA;"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-19";"11.9";"30.9";NA;NA;"30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-26";"13.4";"30.5";NA;NA;"8.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-09";"16.9";"30.6";NA;NA;"3.2";"1.13";"5.57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-15";"12.5";"30.2";NA;"1440";"4";"2.12";"11.22";NA;NA;NA;NA;NA;"1440";"1440";NA;NA;NA;NA;NA;NA
"2000-05-22";"16.5";"31.8";NA;"1044";"8.2";"2.13";"6.39";NA;NA;NA;NA;NA;"1045";"1440";"1043";NA;NA;NA;NA;NA
"2000-05-28";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2000-05-29";"18";"31";NA;NA;"10";"3.18";"8.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-06-05";"16.7";"32";NA;"1440";"3.5";"1.75";"4.09";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2000-06-13";"18.2";"31.7";NA;NA;"4.5";"1.61";"5.21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-06-19";"19.8";"31.7";NA;NA;"6.7";"3.44";"12.71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-06-26";"18.9";"32.8";NA;NA;"6.6";"2.97";"12.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-03";"19.4";"32.9";NA;"1440";"4.7";"1.8";"3.29";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2000-07-10";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2000-07-19";"17.8";"33.3";NA;NA;"4";"1.72";"2.48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-24";"19.5";"33.1";NA;NA;"3.9";"0.88";"0.94";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-31";"21.7";"33.1";NA;NA;"4";"2.5";"5.83";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-07";"20.5";"32.6";NA;NA;"2.1";"1.35";"3.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-17";"20.7";"34.6";NA;NA;"4.6";"1.35";"3.52";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-21";"19.7";"35.2";NA;NA;"3";"2.08";"7.06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-29";"21.5";NA;NA;NA;"5";"1.37";"3.24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-05";"19.6";"34.4";NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-11";"20.9";"32.8";NA;NA;"2.5";"1.11";"2.48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-18";"20";NA;NA;NA;"4";"1.49";"2.42";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-26";NA;"33.7";NA;NA;"5.7";"2.24";"5.78";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-10-17";"15.2";"33.7";NA;NA;"10";"1.16";"1.29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-10-23";"15.7";"30.2";NA;NA;"8";"1";"2.69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-11-20";"10.9";"20";NA;NA;"12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-01-08";"10";"27";NA;NA;"9.4";"0.45";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-01-30";"7.6";"20.6";NA;NA;"10";"0.78";"0.38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-02-12";"9.7";"25.7";NA;NA;"14";"1.1";"0.69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-03-05";"8.2";"27";NA;NA;"9.5";"0.76";"1.46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-03-19";"12.2";"18.1";NA;NA;"10";"1.03";"1.81";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-03-26";"12.4";"25.1";NA;NA;"15";"1.39";"2.04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-04-03";"13.5";"26";NA;NA;"9.5";"1.09";"3.29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-04-11";"12.2";"28.9";NA;NA;"26";"2.47";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-04-17";"12.9";"30.2";NA;NA;"6.8";"1.43";"4.97";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-02";"13.2";"29.4";NA;NA;"8.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-07";"12.7";"30.2";NA;NA;"18";"2.63";"2.88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-14";"14.8";"29";NA;NA;"8.5";"1.11";"2.34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-21";"16.1";"30.7";NA;NA;"5";"3.09";"3.51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-28";"17.7";"30.9";NA;NA;"5";"2.78";"10.54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-06-05";"16.6";"32.5";NA;NA;"3.5";"3.63";"23.39";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-06-11";"16.6";"32.7";NA;NA;"5.5";"3.27";"7.38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-06-12";NA;NA;NA;"859";NA;NA;NA;NA;NA;NA;NA;NA;"862";"859";"856";NA;NA;NA;NA;NA
"2001-06-18";"18.3";"32.6";NA;"849";"10";"2.36";"5.98";NA;NA;NA;NA;NA;"483";"1032";"1031";NA;NA;NA;NA;NA
"2001-06-25";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2001-07-02";NA;NA;NA;"1440";NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA
"2001-07-10";"20.1";"33.2";NA;NA;"3.3";"1.38";"3.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-16";"20.5";"32.2";NA;NA;"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-23";"19.8";"33.6";NA;NA;"7.5";"0.79";"2.44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-30";"22.5";"32.8";NA;NA;"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-08-14";NA;"31.1";NA;NA;"1.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-08-22";"21.4";"32.4";NA;NA;"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-08-27";"24";"32.4";NA;NA;"3";"11.95";"15.98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-09-04";"20.5";"32.9";NA;NA;"4.5";"2.02";"4.08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-09-10";"19";"33.2";NA;NA;"3";"0.71";"3.25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-09-24";"15.8";"33.7";NA;NA;"3.7";"4.08";"3.08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-10-11";"16.4";"32.4";NA;NA;"5.5";"1.59";"4.21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-10-23";"16.6";"29.6";NA;NA;"6";"1.14";"1.32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-12";"11.4";"33.7";NA;NA;"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-26";"8.8";"32.5";NA;NA;"4.2";"0.66";"1.62";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-12-17";"4.8";"31.7";NA;NA;"8.5";"1.72";"0.51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-10";"4.8";"30.7";NA;NA;"6";"1.03";"0.76";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-25";"8";"29.4";NA;NA;"15";"3.81";"1.88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-03-07";"9.1";"31.9";NA;NA;"9";"0.94";"0.76";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-03-27";"10.8";"31.5";NA;NA;"22";"2.65";"5.18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-04-16";"11.2";"32.1";NA;NA;"9.2";"1.01";"1.98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-05-06";"13.7";"33.2";NA;NA;"3.4";"0.67";"3.18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-05-21";"17.6";"32.4";NA;NA;"18";"3.21";"18.15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-06-03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";"1440";NA;NA;NA;NA;NA
"2002-06-11";"17.3";"32.4";NA;NA;"31";"3.11";"5.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-06-18";"19.7";"32.8";NA;NA;"9.4";"2.93";"4.51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-06-25";"19.8";"33.2";NA;NA;"9";"2.72";"8.19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-07-03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1440";"1440";"1440";"1440";NA;NA;NA;NA;NA
"2002-07-04";"18.2";"33.4";NA;NA;"10.2";"1.93";"5.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-07-09";NA;"33.4";NA;NA;"9.2";"1.88";"3.06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-07-16";"18.2";"33.6";NA;NA;"6.4";"1.59";"1.69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-07-22";"20";"33.8";NA;NA;"2";"1";"2.22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-07-29";"20";"33.8";NA;NA;"2.5";"1.15";"4.74";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-08-05";"19.7";"33.6";NA;NA;"1.7";"0.85";"2.35";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
